Time [min]	Voltage [mV]
22.69000	13.3501
22.69333	13.3284
22.69667	13.3047
22.70000	13.2814
22.70333	13.2568
22.70667	13.2309
22.71000	13.2056
22.71333	13.1815
22.71667	13.1564
22.72000	13.1329
22.72333	13.1079
22.72667	13.0817
22.73000	13.0555
22.73333	13.0276
22.73667	13.0019
22.74000	12.9743
22.74333	12.9478
22.74667	12.9223
22.75000	12.8935
22.75333	12.8646
22.75667	12.8354
22.76000	12.8100
22.76333	12.7817
22.76667	12.7518
22.77000	12.7213
22.77333	12.6921
22.77667	12.6617
22.78000	12.6310
22.78333	12.6007
22.78667	12.5701
22.79000	12.5402
22.79333	12.5099
22.79667	12.4765
22.80000	12.4457
22.80333	12.4144
22.80667	12.3820
22.81000	12.3482
22.81333	12.3162
22.81667	12.2849
22.82000	12.2514
22.82333	12.2176
22.82667	12.1836
22.83000	12.1489
22.83333	12.1139
22.83667	12.0795
22.84000	12.0449
22.84333	12.0116
22.84667	11.9760
22.85000	11.9416
22.85333	11.9040
22.85667	11.8687
22.86000	11.8339
22.86333	11.7982
22.86667	11.7616
22.87000	11.7238
22.87333	11.6879
22.87667	11.6507
22.88000	11.6128
22.88333	11.5738
22.88667	11.5362
22.89000	11.4997
22.89333	11.4611
22.89667	11.4230
22.90000	11.3859
22.90333	11.3471
22.90667	11.3095
22.91000	11.2691
22.91333	11.2318
22.91667	11.1931
22.92000	11.1535
22.92333	11.1141
22.92667	11.0767
22.93000	11.0347
22.93333	10.9931
22.93667	10.9523
22.94000	10.9137
22.94333	10.8745
22.94667	10.8330
22.95000	10.7927
22.95333	10.7510
22.95667	10.7112
22.96000	10.6716
22.96333	10.6289
22.96667	10.5878
22.97000	10.5492
22.97333	10.5078
22.97667	10.4683
22.98000	10.4266
22.98333	10.3873
22.98667	10.3457
22.99000	10.3036
22.99333	10.2618
22.99667	10.2210
23.00000	10.1801
23.00333	10.1387
23.00667	10.0962
23.01000	10.0536
23.01333	10.0120
23.01667	9.9707
23.02000	9.9300
23.02333	9.8886
23.02667	9.8474
23.03000	9.8064
23.03333	9.7653
23.03667	9.7252
23.04000	9.6832
23.04333	9.6408
23.04667	9.5968
23.05000	9.5576
23.05333	9.5172
23.05667	9.4765
23.06000	9.4353
23.06333	9.3914
23.06667	9.3490
23.07000	9.3078
23.07333	9.2657
23.07667	9.2244
23.08000	9.1845
23.08333	9.1414
23.08667	9.0993
23.09000	9.0605
23.09333	9.0181
23.09667	8.9774
23.10000	8.9372
23.10333	8.8975
23.10667	8.8572
23.11000	8.8154
23.11333	8.7747
23.11667	8.7334
23.12000	8.6922
23.12333	8.6535
23.12667	8.6163
23.13000	8.5754
23.13333	8.5339
23.13667	8.4922
23.14000	8.4534
23.14333	8.4145
23.14667	8.3747
23.15000	8.3337
23.15333	8.2957
23.15667	8.2567
23.16000	8.2166
23.16333	8.1781
23.16667	8.1386
23.17000	8.1009
23.17333	8.0621
23.17667	8.0240
23.18000	7.9858
23.18333	7.9491
23.18667	7.9108
23.19000	7.8740
23.19333	7.8351
23.19667	7.7951
23.20000	7.7606
23.20333	7.7248
23.20667	7.6883
23.21000	7.6501
23.21333	7.6139
23.21667	7.5771
23.22000	7.5386
23.22333	7.5023
23.22667	7.4676
23.23000	7.4312
23.23333	7.3957
23.23667	7.3592
23.24000	7.3228
23.24333	7.2878
23.24667	7.2521
23.25000	7.2175
23.25333	7.1826
23.25667	7.1474
23.26000	7.1120
23.26333	7.0779
23.26667	7.0427
23.27000	7.0068
23.27333	6.9744
23.27667	6.9407
23.28000	6.9067
23.28333	6.8724
23.28667	6.8378
23.29000	6.8058
23.29333	6.7748
23.29667	6.7402
23.30000	6.7053
23.30333	6.6724
23.30667	6.6407
23.31000	6.6088
23.31333	6.5762
23.31667	6.5428
23.32000	6.5106
23.32333	6.4767
23.32667	6.4453
23.33000	6.4136
23.33333	6.3833
23.33667	6.3555
23.34000	6.3241
23.34333	6.2913
23.34667	6.2614
23.35000	6.2324
23.35333	6.2007
23.35667	6.1696
23.36000	6.1395
23.36333	6.1081
23.36667	6.0777
23.37000	6.0460
23.37333	6.0153
23.37667	5.9850
23.38000	5.9570
23.38333	5.9286
23.38667	5.8982
23.39000	5.8696
23.39333	5.8387
23.39667	5.8094
23.40000	5.7828
23.40333	5.7525
23.40667	5.7226
23.41000	5.6938
23.41333	5.6653
23.41667	5.6355
23.42000	5.6074
23.42333	5.5786
23.42667	5.5504
23.43000	5.5218
23.43333	5.4942
23.43667	5.4658
23.44000	5.4384
23.44333	5.4123
23.44667	5.3856
23.45000	5.3591
23.45333	5.3323
23.45667	5.3051
23.46000	5.2773
23.46333	5.2504
23.46667	5.2244
23.47000	5.1984
23.47333	5.1709
23.47667	5.1433
23.48000	5.1165
23.48333	5.0894
23.48667	5.0644
23.49000	5.0397
23.49333	5.0138
23.49667	4.9876
23.50000	4.9605
23.50333	4.9353
23.50667	4.9098
23.51000	4.8836
23.51333	4.8583
23.51667	4.8323
23.52000	4.8051
23.52333	4.7803
23.52667	4.7561
23.53000	4.7312
23.53333	4.7056
23.53667	4.6815
23.54000	4.6572
23.54333	4.6333
23.54667	4.6092
23.55000	4.5862
23.55333	4.5622
23.55667	4.5374
23.56000	4.5131
23.56333	4.4903
23.56667	4.4673
23.57000	4.4440
23.57333	4.4191
23.57667	4.3928
23.58000	4.3696
23.58333	4.3485
23.58667	4.3264
23.59000	4.3037
23.59333	4.2796
23.59667	4.2562
23.60000	4.2327
23.60333	4.2107
23.60667	4.1876
23.61000	4.1631
23.61333	4.1403
23.61667	4.1186
23.62000	4.0965
23.62333	4.0745
23.62667	4.0522
23.63000	4.0290
23.63333	4.0071
23.63667	3.9864
23.64000	3.9633
23.64333	3.9423
23.64667	3.9212
23.65000	3.8998
23.65333	3.8780
23.65667	3.8560
23.66000	3.8343
23.66333	3.8136
23.66667	3.7936
23.67000	3.7719
23.67333	3.7496
23.67667	3.7299
23.68000	3.7117
23.68333	3.6929
23.68667	3.6723
23.69000	3.6502
23.69333	3.6297
23.69667	3.6084
23.70000	3.5859
23.70333	3.5647
23.70667	3.5451
23.71000	3.5264
23.71333	3.5075
23.71667	3.4882
23.72000	3.4682
23.72333	3.4479
23.72667	3.4290
23.73000	3.4115
23.73333	3.3906
23.73667	3.3692
23.74000	3.3508
23.74333	3.3348
23.74667	3.3167
23.75000	3.2964
23.75333	3.2788
23.75667	3.2598
23.76000	3.2417
23.76333	3.2234
23.76667	3.2062
23.77000	3.1895
23.77333	3.1723
23.77667	3.1535
23.78000	3.1356
23.78333	3.1182
23.78667	3.0984
23.79000	3.0792
23.79333	3.0619
23.79667	3.0451
23.80000	3.0301
23.80333	3.0129
23.80667	2.9937
23.81000	2.9765
23.81333	2.9607
23.81667	2.9437
23.82000	2.9264
23.82333	2.9110
23.82667	2.8948
23.83000	2.8793
23.83333	2.8647
23.83667	2.8478
23.84000	2.8300
23.84333	2.8124
23.84667	2.7959
23.85000	2.7810
23.85333	2.7664
23.85667	2.7504
23.86000	2.7343
23.86333	2.7201
23.86667	2.7062
23.87000	2.6910
23.87333	2.6759
23.87667	2.6604
23.88000	2.6441
23.88333	2.6296
23.88667	2.6143
23.89000	2.5983
23.89333	2.5844
23.89667	2.5712
23.90000	2.5581
23.90333	2.5442
23.90667	2.5286
23.91000	2.5135
23.91333	2.4993
23.91667	2.4852
23.92000	2.4727
23.92333	2.4602
23.92667	2.4465
23.93000	2.4334
23.93333	2.4215
23.93667	2.4079
23.94000	2.3948
23.94333	2.3813
23.94667	2.3656
23.95000	2.3518
23.95333	2.3390
23.95667	2.3274
23.96000	2.3149
23.96333	2.3020
23.96667	2.2894
23.97000	2.2765
23.97333	2.2634
23.97667	2.2495
23.98000	2.2360
23.98333	2.2237
23.98667	2.2129
23.99000	2.2019
23.99333	2.1913
23.99667	2.1799
24.00000	2.1672
24.00333	2.1541
24.00667	2.1416
24.01000	2.1290
24.01333	2.1170
24.01667	2.1075
24.02000	2.0988
24.02333	2.0894
24.02667	2.0790
24.03000	2.0676
24.03333	2.0547
24.03667	2.0442
24.04000	2.0334
24.04333	2.0226
24.04667	2.0132
24.05000	2.0019
24.05333	1.9915
24.05667	1.9808
24.06000	1.9700
24.06333	1.9621
24.06667	1.9529
24.07000	1.9409
24.07333	1.9309
24.07667	1.9195
24.08000	1.9084
24.08333	1.8980
24.08667	1.8882
24.09000	1.8808
24.09333	1.8727
24.09667	1.8625
24.10000	1.8521
24.10333	1.8420
24.10667	1.8324
24.11000	1.8223
24.11333	1.8130
24.11667	1.8042
24.12000	1.7977
24.12333	1.7888
24.12667	1.7790
24.13000	1.7707
24.13333	1.7616
24.13667	1.7512
24.14000	1.7418
24.14333	1.7331
24.14667	1.7251
24.15000	1.7159
24.15333	1.7072
24.15667	1.6989
24.16000	1.6921
24.16333	1.6836
24.16667	1.6735
24.17000	1.6635
24.17333	1.6556
24.17667	1.6509
24.18000	1.6455
24.18333	1.6355
24.18667	1.6245
24.19000	1.6165
24.19333	1.6113
24.19667	1.6055
24.20000	1.5992
24.20333	1.5915
24.20667	1.5805
24.21000	1.5727
24.21333	1.5665
24.21667	1.5596
24.22000	1.5531
24.22333	1.5448
24.22667	1.5373
24.23000	1.5316
24.23333	1.5248
24.23667	1.5164
24.24000	1.5086
24.24333	1.5026
24.24667	1.4963
24.25000	1.4883
24.25333	1.4800
24.25667	1.4736
24.26000	1.4662
24.26333	1.4590
24.26667	1.4529
24.27000	1.4457
24.27333	1.4384
24.27667	1.4313
24.28000	1.4266
24.28333	1.4205
24.28667	1.4133
24.29000	1.4074
24.29333	1.3982
24.29667	1.3936
24.30000	1.3901
24.30333	1.3841
24.30667	1.3771
24.31000	1.3707
24.31333	1.3653
24.31667	1.3596
24.32000	1.3524
24.32333	1.3457
24.32667	1.3396
24.33000	1.3330
24.33333	1.3254
24.33667	1.3193
24.34000	1.3166
24.34333	1.3105
24.34667	1.3043
24.35000	1.2997
24.35333	1.2944
24.35667	1.2891
24.36000	1.2828
24.36333	1.2759
24.36667	1.2701
24.37000	1.2657
24.37333	1.2604
24.37667	1.2544
24.38000	1.2503
24.38333	1.2459
24.38667	1.2403
24.39000	1.2363
24.39333	1.2299
24.39667	1.2228
24.40000	1.2157
24.40333	1.2113
24.40667	1.2088
24.41000	1.2035
24.41333	1.1960
24.41667	1.1913
24.42000	1.1881
24.42333	1.1838
24.42667	1.1782
24.43000	1.1735
24.43333	1.1668
24.43667	1.1616
24.44000	1.1568
24.44333	1.1558
24.44667	1.1492
24.45000	1.1422
24.45333	1.1375
24.45667	1.1354
24.46000	1.1309
24.46333	1.1250
24.46667	1.1204
24.47000	1.1157
24.47333	1.1107
24.47667	1.1050
24.48000	1.1025
24.48333	1.0992
24.48667	1.0939
24.49000	1.0914
24.49333	1.0861
24.49667	1.0806
24.50000	1.0763
24.50333	1.0730
24.50667	1.0664
24.51000	1.0635
24.51333	1.0616
24.51667	1.0575
24.52000	1.0532
24.52333	1.0499
24.52667	1.0476
24.53000	1.0412
24.53333	1.0355
24.53667	1.0297
24.54000	1.0274
24.54333	1.0234
24.54667	1.0192
24.55000	1.0159
24.55333	1.0106
24.55667	1.0062
24.56000	1.0029
24.56333	0.9976
24.56667	0.9931
24.57000	0.9913
24.57333	0.9873
24.57667	0.9838
24.58000	0.9778
24.58333	0.9746
24.58667	0.9710
24.59000	0.9701
24.59333	0.9677
24.59667	0.9625
24.60000	0.9588
24.60333	0.9557
24.60667	0.9519
24.61000	0.9441
24.61333	0.9414
24.61667	0.9402
24.62000	0.9369
24.62333	0.9345
24.62667	0.9301
24.63000	0.9267
24.63333	0.9221
24.63667	0.9195
24.64000	0.9166
24.64333	0.9129
24.64667	0.9089
24.65000	0.9040
24.65333	0.9031
24.65667	0.8974
24.66000	0.8929
24.66333	0.8920
24.66667	0.8896
24.67000	0.8874
24.67333	0.8862
24.67667	0.8819
24.68000	0.8778
24.68333	0.8729
24.68667	0.8696
24.69000	0.8699
24.69333	0.8659
24.69667	0.8626
24.70000	0.8579
24.70333	0.8554
24.70667	0.8500
24.71000	0.8474
24.71333	0.8470
24.71667	0.8445
24.72000	0.8432
24.72333	0.8396
24.72667	0.8323
24.73000	0.8328
24.73333	0.8321
24.73667	0.8277
24.74000	0.8236
24.74333	0.8179
24.74667	0.8162
24.75000	0.8151
24.75333	0.8124
24.75667	0.8103
24.76000	0.8057
24.76333	0.8024
24.76667	0.7976
24.77000	0.7953
24.77333	0.7950
24.77667	0.7906
24.78000	0.7874
24.78333	0.7852
24.78667	0.7797
24.79000	0.7764
24.79333	0.7769
24.79667	0.7690
24.80000	0.7662
24.80333	0.7678
24.80667	0.7644
24.81000	0.7613
24.81333	0.7601
24.81667	0.7573
24.82000	0.7552
24.82333	0.7532
24.82667	0.7484
24.83000	0.7462
24.83333	0.7460
24.83667	0.7414
24.84000	0.7410
24.84333	0.7373
24.84667	0.7342
24.85000	0.7303
24.85333	0.7328
24.85667	0.7302
24.86000	0.7272
24.86333	0.7214
24.86667	0.7172
24.87000	0.7179
24.87333	0.7189
24.87667	0.7142
24.88000	0.7140
24.88333	0.7102
24.88667	0.7052
24.89000	0.7040
24.89333	0.6992
24.89667	0.6971
24.90000	0.6960
24.90333	0.6921
24.90667	0.6901
24.91000	0.6900
24.91333	0.6890
24.91667	0.6861
24.92000	0.6821
24.92333	0.6820
24.92667	0.6791
24.93000	0.6741
24.93333	0.6700
24.93667	0.6690
24.94000	0.6670
24.94333	0.6670
24.94667	0.6630
24.95000	0.6650
24.95333	0.6630
24.95667	0.6630
24.96000	0.6600
24.96333	0.6570
24.96667	0.6545
24.97000	0.6527
24.97333	0.6503
24.97667	0.6481
24.98000	0.6455
24.98333	0.6422
24.98667	0.6401
24.99000	0.6370
24.99333	0.6365
24.99667	0.6362
25.00000	0.6346
25.00333	0.6348
25.00667	0.6324
25.01000	0.6311
25.01333	0.6270
25.01667	0.6239
25.02000	0.6234
25.02333	0.6207
25.02667	0.6188
25.03000	0.6189
25.03333	0.6174
25.03667	0.6141
25.04000	0.6135
25.04333	0.6102
25.04667	0.6070
25.05000	0.6049
25.05333	0.6019
25.05667	0.6009
25.06000	0.5978
25.06333	0.5943
25.06667	0.5941
25.07000	0.5915
25.07333	0.5886
25.07667	0.5872
25.08000	0.5871
25.08333	0.5865
25.08667	0.5836
25.09000	0.5817
25.09333	0.5803
25.09667	0.5791
25.10000	0.5769
25.10333	0.5754
25.10667	0.5715
25.11000	0.5691
25.11333	0.5685
25.11667	0.5672
25.12000	0.5665
25.12333	0.5636
25.12667	0.5622
25.13000	0.5621
25.13333	0.5610
25.13667	0.5578
25.14000	0.5558
25.14333	0.5553
25.14667	0.5525
25.15000	0.5511
25.15333	0.5489
25.15667	0.5473
25.16000	0.5450
25.16333	0.5455
25.16667	0.5452
25.17000	0.5419
25.17333	0.5403
25.17667	0.5385
25.18000	0.5361
25.18333	0.5371
25.18667	0.5359
25.19000	0.5338
25.19333	0.5323
25.19667	0.5294
25.20000	0.5281
25.20333	0.5275
25.20667	0.5255
25.21000	0.5215
25.21333	0.5212
25.21667	0.5200
25.22000	0.5183
25.22333	0.5176
25.22667	0.5161
25.23000	0.5138
25.23333	0.5111
25.23667	0.5072
25.24000	0.5049
25.24333	0.5050
25.24667	0.5066
25.25000	0.5035
25.25333	0.5027
25.25667	0.5040
25.26000	0.5045
25.26333	0.5031
25.26667	0.5008
25.27000	0.4987
25.27333	0.4971
25.27667	0.4948
25.28000	0.4921
25.28333	0.4898
25.28667	0.4899
25.29000	0.4877
25.29333	0.4879
25.29667	0.4879
25.30000	0.4862
25.30333	0.4845
25.30667	0.4847
25.31000	0.4832
25.31333	0.4836
25.31667	0.4810
25.32000	0.4792
25.32333	0.4768
25.32667	0.4757
25.33000	0.4725
25.33333	0.4710
25.33667	0.4687
25.34000	0.4672
25.34333	0.4677
25.34667	0.4679
25.35000	0.4690
25.35333	0.4672
25.35667	0.4642
25.36000	0.4623
25.36333	0.4604
25.36667	0.4597
25.37000	0.4621
25.37333	0.4626
25.37667	0.4621
25.38000	0.4585
25.38333	0.4554
25.38667	0.4551
25.39000	0.4527
25.39333	0.4517
25.39667	0.4508
25.40000	0.4515
25.40333	0.4511
25.40667	0.4497
25.41000	0.4452
25.41333	0.4422
25.41667	0.4422
25.42000	0.4433
25.42333	0.4442
25.42667	0.4422
25.43000	0.4391
25.43333	0.4368
25.43667	0.4370
25.44000	0.4381
25.44333	0.4369
25.44667	0.4363
25.45000	0.4356
25.45333	0.4358
25.45667	0.4352
25.46000	0.4326
25.46333	0.4299
25.46667	0.4288
25.47000	0.4294
25.47333	0.4274
25.47667	0.4271
25.48000	0.4264
25.48333	0.4249
25.48667	0.4225
25.49000	0.4205
25.49333	0.4201
25.49667	0.4195
25.50000	0.4191
25.50333	0.4178
25.50667	0.4167
25.51000	0.4151
25.51333	0.4144
25.51667	0.4140
25.52000	0.4111
25.52333	0.4116
25.52667	0.4117
25.53000	0.4099
25.53333	0.4069
25.53667	0.4045
25.54000	0.4031
25.54333	0.4044
25.54667	0.4065
25.55000	0.4062
25.55333	0.4058
25.55667	0.4024
25.56000	0.4022
25.56333	0.4021
25.56667	0.4025
25.57000	0.4004
25.57333	0.4001
25.57667	0.3994
25.58000	0.3991
25.58333	0.3984
25.58667	0.3976
25.59000	0.3983
25.59333	0.3969
25.59667	0.3968
25.60000	0.3952
25.60333	0.3956
25.60667	0.3945
25.61000	0.3921
25.61333	0.3891
25.61667	0.3891
25.62000	0.3895
25.62333	0.3879
25.62667	0.3867
25.63000	0.3855
25.63333	0.3839
25.63667	0.3828
25.64000	0.3828
25.64333	0.3819
25.64667	0.3837
25.65000	0.3830
25.65333	0.3806
25.65667	0.3806
25.66000	0.3778
25.66333	0.3779
25.66667	0.3772
25.67000	0.3758
25.67333	0.3745
25.67667	0.3730
25.68000	0.3730
25.68333	0.3727
25.68667	0.3705
25.69000	0.3708
25.69333	0.3709
25.69667	0.3703
25.70000	0.3695
25.70333	0.3688
25.70667	0.3658
25.71000	0.3653
25.71333	0.3648
25.71667	0.3625
25.72000	0.3630
25.72333	0.3639
25.72667	0.3616
25.73000	0.3617
25.73333	0.3607
25.73667	0.3610
25.74000	0.3621
25.74333	0.3612
25.74667	0.3592
25.75000	0.3590
25.75333	0.3582
25.75667	0.3566
25.76000	0.3552
25.76333	0.3562
25.76667	0.3554
25.77000	0.3549
25.77333	0.3534
25.77667	0.3549
25.78000	0.3542
25.78333	0.3528
25.78667	0.3525
25.79000	0.3540
25.79333	0.3532
25.79667	0.3523
25.80000	0.3505
25.80333	0.3485
25.80667	0.3492
25.81000	0.3475
25.81333	0.3454
25.81667	0.3456
25.82000	0.3445
25.82333	0.3435
25.82667	0.3430
25.83000	0.3417
25.83333	0.3414
25.83667	0.3425
25.84000	0.3430
25.84333	0.3441
25.84667	0.3433
25.85000	0.3424
25.85333	0.3419
25.85667	0.3397
25.86000	0.3374
25.86333	0.3371
25.86667	0.3367
25.87000	0.3349
25.87333	0.3342
25.87667	0.3336
25.88000	0.3343
25.88333	0.3333
25.88667	0.3325
25.89000	0.3319
25.89333	0.3311
25.89667	0.3329
25.90000	0.3324
25.90333	0.3294
25.90667	0.3281
25.91000	0.3293
25.91333	0.3289
25.91667	0.3276
25.92000	0.3272
25.92333	0.3272
25.92667	0.3277
25.93000	0.3273
25.93333	0.3241
25.93667	0.3217
25.94000	0.3229
25.94333	0.3245
25.94667	0.3233
25.95000	0.3251
25.95333	0.3251
25.95667	0.3225
25.96000	0.3218
25.96333	0.3201
25.96667	0.3205
25.97000	0.3196
25.97333	0.3195
25.97667	0.3179
25.98000	0.3182
25.98333	0.3192
25.98667	0.3184
25.99000	0.3179
25.99333	0.3170
25.99667	0.3180
26.00000	0.3165
26.00333	0.3155
26.00667	0.3150
26.01000	0.3140
26.01333	0.3131
26.01667	0.3140
26.02000	0.3129
26.02333	0.3132
26.02667	0.3118
26.03000	0.3115
26.03333	0.3098
26.03667	0.3098
26.04000	0.3113
26.04333	0.3090
26.04667	0.3080
26.05000	0.3066
26.05333	0.3065
26.05667	0.3075
26.06000	0.3079
26.06333	0.3078
26.06667	0.3074
26.07000	0.3078
26.07333	0.3076
26.07667	0.3067
26.08000	0.3067
26.08333	0.3061
26.08667	0.3053
26.09000	0.3046
26.09333	0.3029
26.09667	0.3030
26.10000	0.3027
26.10333	0.3012
26.10667	0.2993
26.11000	0.2985
26.11333	0.3011
26.11667	0.3019
26.12000	0.3004
26.12333	0.2996
26.12667	0.2997
26.13000	0.2989
26.13333	0.2977
26.13667	0.2979
26.14000	0.2980
26.14333	0.2980
26.14667	0.2980
26.15000	0.2980
26.15333	0.2975
26.15667	0.2959
26.16000	0.2949
26.16333	0.2916
26.16667	0.2917
26.17000	0.2930
26.17333	0.2923
26.17667	0.2923
26.18000	0.2932
26.18333	0.2941
26.18667	0.2931
26.19000	0.2919
26.19333	0.2909
26.19667	0.2913
26.20000	0.2900
26.20333	0.2882
26.20667	0.2868
26.21000	0.2868
26.21333	0.2858
26.21667	0.2849
26.22000	0.2857
26.22333	0.2855
26.22667	0.2840
26.23000	0.2826
26.23333	0.2826
26.23667	0.2834
26.24000	0.2833
26.24333	0.2834
26.24667	0.2828
26.25000	0.2828
26.25333	0.2810
26.25667	0.2808
26.26000	0.2798
26.26333	0.2791
26.26667	0.2805
26.27000	0.2807
26.27333	0.2802
26.27667	0.2794
26.28000	0.2783
26.28333	0.2793
26.28667	0.2784
26.29000	0.2771
26.29333	0.2778
26.29667	0.2777
26.30000	0.2772
26.30333	0.2764
26.30667	0.2744
26.31000	0.2734
26.31333	0.2733
26.31667	0.2736
26.32000	0.2734
26.32333	0.2731
26.32667	0.2725
26.33000	0.2746
26.33333	0.2749
26.33667	0.2737
26.34000	0.2730
26.34333	0.2698
26.34667	0.2679
26.35000	0.2692
26.35333	0.2691
26.35667	0.2693
26.36000	0.2686
26.36333	0.2671
26.36667	0.2688
26.37000	0.2684
26.37333	0.2691
26.37667	0.2695
26.38000	0.2686
26.38333	0.2672
26.38667	0.2663
26.39000	0.2651
26.39333	0.2625
26.39667	0.2624
26.40000	0.2644
26.40333	0.2651
26.40667	0.2645
26.41000	0.2619
26.41333	0.2612
26.41667	0.2613
26.42000	0.2616
26.42333	0.2609
26.42667	0.2602
26.43000	0.2590
26.43333	0.2578
26.43667	0.2589
26.44000	0.2585
26.44333	0.2594
26.44667	0.2609
26.45000	0.2612
26.45333	0.2600
26.45667	0.2587
26.46000	0.2571
26.46333	0.2563
26.46667	0.2563
26.47000	0.2560
26.47333	0.2533
26.47667	0.2508
26.48000	0.2502
26.48333	0.2506
26.48667	0.2517
26.49000	0.2519
26.49333	0.2511
26.49667	0.2498
26.50000	0.2497
26.50333	0.2489
26.50667	0.2479
26.51000	0.2478
26.51333	0.2472
26.51667	0.2453
26.52000	0.2471
26.52333	0.2490
26.52667	0.2481
26.53000	0.2468
26.53333	0.2473
26.53667	0.2478
26.54000	0.2461
26.54333	0.2435
26.54667	0.2458
26.55000	0.2475
26.55333	0.2443
26.55667	0.2402
26.56000	0.2382
26.56333	0.2399
26.56667	0.2408
26.57000	0.2403
26.57333	0.2390
26.57667	0.2376
26.58000	0.2360
26.58333	0.2375
26.58667	0.2397
26.59000	0.2374
26.59333	0.2352
26.59667	0.2356
26.60000	0.2372
26.60333	0.2367
26.60667	0.2351
26.61000	0.2331
26.61333	0.2326
26.61667	0.2319
26.62000	0.2301
26.62333	0.2296
26.62667	0.2289
26.63000	0.2274
26.63333	0.2278
26.63667	0.2287
26.64000	0.2279
26.64333	0.2260
26.64667	0.2263
26.65000	0.2266
26.65333	0.2253
26.65667	0.2254
26.66000	0.2252
26.66333	0.2253
26.66667	0.2252
26.67000	0.2242
26.67333	0.2252
26.67667	0.2258
26.68000	0.2241
26.68333	0.2216
26.68667	0.2211
26.69000	0.2195
26.69333	0.2190
26.69667	0.2214
26.70000	0.2208
26.70333	0.2193
26.70667	0.2195
26.71000	0.2187
26.71333	0.2178
26.71667	0.2175
26.72000	0.2179
26.72333	0.2172
26.72667	0.2155
26.73000	0.2147
26.73333	0.2153
26.73667	0.2163
26.74000	0.2169
26.74333	0.2182
26.74667	0.2181
26.75000	0.2156
26.75333	0.2143
26.75667	0.2133
26.76000	0.2118
26.76333	0.2103
26.76667	0.2088
26.77000	0.2098
26.77333	0.2108
26.77667	0.2110
26.78000	0.2106
26.78333	0.2097
26.78667	0.2108
26.79000	0.2114
26.79333	0.2106
26.79667	0.2080
26.80000	0.2055
26.80333	0.2047
26.80667	0.2041
26.81000	0.2040
26.81333	0.2040
26.81667	0.2053
26.82000	0.2071
26.82333	0.2074
26.82667	0.2062
26.83000	0.2043
26.83333	0.2028
26.83667	0.2021
26.84000	0.2012
26.84333	0.2011
26.84667	0.2018
26.85000	0.2020
26.85333	0.2011
26.85667	0.2006
26.86000	0.2000
26.86333	0.1987
26.86667	0.1981
26.87000	0.1967
26.87333	0.1957
26.87667	0.1973
26.88000	0.1964
26.88333	0.1944
26.88667	0.1941
26.89000	0.1968
26.89333	0.1972
26.89667	0.1967
26.90000	0.1964
26.90333	0.1938
26.90667	0.1923
26.91000	0.1935
26.91333	0.1948
26.91667	0.1945
26.92000	0.1926
26.92333	0.1898
26.92667	0.1897
26.93000	0.1927
26.93333	0.1927
26.93667	0.1903
26.94000	0.1868
26.94333	0.1868
26.94667	0.1896
26.95000	0.1913
26.95333	0.1919
26.95667	0.1905
26.96000	0.1877
26.96333	0.1853
26.96667	0.1857
26.97000	0.1848
26.97333	0.1838
26.97667	0.1840
26.98000	0.1860
26.98333	0.1867
26.98667	0.1886
26.99000	0.1902
26.99333	0.1875
26.99667	0.1859
27.00000	0.1855
27.00333	0.1846
27.00667	0.1851
27.01000	0.1869
27.01333	0.1863
27.01667	0.1841
27.02000	0.1842
27.02333	0.1849
27.02667	0.1839
27.03000	0.1837
27.03333	0.1813
27.03667	0.1814
27.04000	0.1823
27.04333	0.1820
27.04667	0.1809
27.05000	0.1812
27.05333	0.1824
27.05667	0.1813
27.06000	0.1802
27.06333	0.1811
27.06667	0.1808
27.07000	0.1785
27.07333	0.1783
27.07667	0.1784
27.08000	0.1780
27.08333	0.1786
27.08667	0.1789
27.09000	0.1796
27.09333	0.1794
27.09667	0.1802
27.10000	0.1792
27.10333	0.1776
27.10667	0.1765
27.11000	0.1766
27.11333	0.1770
27.11667	0.1758
27.12000	0.1751
27.12333	0.1750
27.12667	0.1756
27.13000	0.1777
27.13333	0.1759
27.13667	0.1736
27.14000	0.1725
27.14333	0.1744
27.14667	0.1758
27.15000	0.1748
27.15333	0.1759
27.15667	0.1751
27.16000	0.1747
27.16333	0.1756
27.16667	0.1741
27.17000	0.1713
27.17333	0.1708
27.17667	0.1740
27.18000	0.1746
27.18333	0.1753
27.18667	0.1753
27.19000	0.1738
27.19333	0.1731
27.19667	0.1742
27.20000	0.1743
27.20333	0.1734
27.20667	0.1730
27.21000	0.1730
27.21333	0.1755
27.21667	0.1750
27.22000	0.1716
27.22333	0.1714
27.22667	0.1713
27.23000	0.1704
27.23333	0.1681
27.23667	0.1697
27.24000	0.1715
27.24333	0.1707
27.24667	0.1714
27.25000	0.1726
27.25333	0.1697
27.25667	0.1727
27.26000	0.1741
27.26333	0.1740
27.26667	0.1733
27.27000	0.1711
27.27333	0.1694
27.27667	0.1684
27.28000	0.1694
27.28333	0.1706
27.28667	0.1723
27.29000	0.1729
27.29333	0.1716
27.29667	0.1690
27.30000	0.1701
27.30333	0.1702
27.30667	0.1687
27.31000	0.1694
27.31333	0.1679
27.31667	0.1691
27.32000	0.1699
27.32333	0.1700
27.32667	0.1721
27.33000	0.1702
27.33333	0.1663
27.33667	0.1651
27.34000	0.1678
27.34333	0.1682
27.34667	0.1673
